Mã sinh viên,Ngày,Tên,Danh Mục,Số Tiền,Ghi Chú,Tháng
B24DCCC040,2024-07-18,Trương Công Chiến,Mua sắm,181066,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-01-29,Trương Công Chiến,Ăn uống,25668,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-04-03,Trương Công Chiến,Giải trí,496412,Thanh toán dịch vụ,
B24DCCC040,2024-11-24,Trương Công Chiến,Y tế,226244,Chi phí cần thiết trong tháng,
B24DCCC040,2024-05-30,Trương Công Chiến,Mua sắm,425242,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-09-11,Trương Công Chiến,Học tập,54820,Thanh toán dịch vụ,
B24DCCC040,2024-06-29,Trương Công Chiến,Di chuyển,225649,Thanh toán dịch vụ,
B24DCCC040,2024-01-14,Trương Công Chiến,Giải trí,210405,Khoản chi đột xuất,
B24DCCC040,2024-04-02,Trương Công Chiến,Mua sắm,220986,Thanh toán dịch vụ,
B24DCCC040,2024-06-22,Trương Công Chiến,Mua sắm,115665,Khoản chi đột xuất,
B24DCCC040,2024-08-06,Trương Công Chiến,Y tế,299279,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-02-26,Trương Công Chiến,Y tế,89940,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-20,Trương Công Chiến,Y tế,201182,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-07-08,Trương Công Chiến,Mua sắm,307659,Khoản chi đột xuất,
B24DCCC040,2024-11-13,Trương Công Chiến,Ăn uống,356768,Chi phí cần thiết trong tháng,
B24DCCC040,2024-03-24,Trương Công Chiến,Mua sắm,354831,Thanh toán dịch vụ,
B24DCCC040,2024-11-02,Trương Công Chiến,Giải trí,335004,Chi phí cần thiết trong tháng,
B24DCCC040,2024-11-03,Trương Công Chiến,Khác,341647,Chi phí cần thiết trong tháng,
B24DCCC040,2024-01-06,Trương Công Chiến,Mua sắm,476224,Thanh toán dịch vụ,
B24DCCC040,2024-09-17,Trương Công Chiến,Ăn uống,122614,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-09-13,Trương Công Chiến,Khác,75527,Chi phí cần thiết trong tháng,
B24DCCC040,2024-09-13,Trương Công Chiến,Ăn uống,323197,Khoản chi đột xuất,
B24DCCC040,2024-06-14,Trương Công Chiến,Di chuyển,114850,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-02-02,Trương Công Chiến,Khác,156572,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-10-02,Trương Công Chiến,Khác,95404,Thanh toán dịch vụ,
B24DCCC040,2024-04-10,Trương Công Chiến,Di chuyển,473840,Khoản chi đột xuất,
B24DCCC040,2024-05-23,Trương Công Chiến,Học tập,419620,Khoản chi đột xuất,
B24DCCC040,2024-03-15,Trương Công Chiến,Giải trí,461268,Thanh toán dịch vụ,
B24DCCC040,2024-08-07,Trương Công Chiến,Học tập,36046,Chi phí cần thiết trong tháng,
B24DCCC040,2024-03-20,Trương Công Chiến,Ăn uống,340003,Chi phí cần thiết trong tháng,
B24DCCC040,2024-07-04,Trương Công Chiến,Khác,427045,Chi phí cần thiết trong tháng,
B24DCCC040,2024-09-02,Trương Công Chiến,Ăn uống,379615,Khoản chi đột xuất,
B24DCCC040,2024-11-29,Trương Công Chiến,Mua sắm,308860,Chi phí cần thiết trong tháng,
B24DCCC040,2024-03-05,Trương Công Chiến,Học tập,190912,Chi phí cần thiết trong tháng,
B24DCCC040,2024-03-13,Trương Công Chiến,Giải trí,89525,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-12-02,Trương Công Chiến,Y tế,47096,Thanh toán dịch vụ,
B24DCCC040,2024-02-16,Trương Công Chiến,Giải trí,254037,Thanh toán dịch vụ,
B24DCCC040,2024-01-01,Trương Công Chiến,Khác,45185,Khoản chi đột xuất,
B24DCCC040,2024-12-09,Trương Công Chiến,Di chuyển,468512,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-11,Trương Công Chiến,Di chuyển,268657,Chi phí cần thiết trong tháng,
B24DCCC040,2024-09-13,Trương Công Chiến,Học tập,175743,Thanh toán dịch vụ,
B24DCCC040,2024-01-15,Trương Công Chiến,Khác,347499,Chi phí cần thiết trong tháng,
B24DCCC040,2024-10-24,Trương Công Chiến,Di chuyển,228826,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-04-12,Trương Công Chiến,Ăn uống,262607,Thanh toán dịch vụ,
B24DCCC040,2024-01-11,Trương Công Chiến,Ăn uống,233481,Khoản chi đột xuất,
B24DCCC040,2024-07-19,Trương Công Chiến,Mua sắm,236878,Thanh toán dịch vụ,
B24DCCC040,2024-07-29,Trương Công Chiến,Di chuyển,426431,Khoản chi đột xuất,
B24DCCC040,2024-12-04,Trương Công Chiến,Di chuyển,440141,Thanh toán dịch vụ,
B24DCCC040,2024-02-24,Trương Công Chiến,Khác,213642,Chi phí cần thiết trong tháng,
B24DCCC040,2024-03-24,Trương Công Chiến,Khác,376898,Khoản chi đột xuất,
B24DCCC040,2024-12-24,Trương Công Chiến,Giải trí,151239,Khoản chi đột xuất,
B24DCCC040,2024-11-25,Trương Công Chiến,Khác,437439,Khoản chi đột xuất,
B24DCCC040,2024-10-28,Trương Công Chiến,Giải trí,189810,Khoản chi đột xuất,
B24DCCC040,2024-06-18,Trương Công Chiến,Học tập,152914,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-13,Trương Công Chiến,Di chuyển,271611,Khoản chi đột xuất,
B24DCCC040,2024-06-28,Trương Công Chiến,Ăn uống,198891,Thanh toán dịch vụ,
B24DCCC040,2024-10-11,Trương Công Chiến,Y tế,470779,Chi phí cần thiết trong tháng,
B24DCCC040,2024-10-01,Trương Công Chiến,Y tế,409852,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-10-16,Trương Công Chiến,Giải trí,211576,Khoản chi đột xuất,
B24DCCC040,2024-03-16,Trương Công Chiến,Y tế,379410,Khoản chi đột xuất,
B24DCCC040,2024-10-27,Trương Công Chiến,Di chuyển,180651,Khoản chi đột xuất,
B24DCCC040,2024-01-16,Trương Công Chiến,Di chuyển,54887,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-10-10,Trương Công Chiến,Mua sắm,204293,Thanh toán dịch vụ,
B24DCCC040,2024-05-22,Trương Công Chiến,Giải trí,279629,Khoản chi đột xuất,
B24DCCC040,2024-03-11,Trương Công Chiến,Y tế,368755,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-06-30,Trương Công Chiến,Giải trí,206805,Khoản chi đột xuất,
B24DCCC040,2024-10-30,Trương Công Chiến,Khác,97580,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-05-29,Trương Công Chiến,Ăn uống,403312,Thanh toán dịch vụ,
B24DCCC040,2024-02-18,Trương Công Chiến,Mua sắm,260838,Chi phí cần thiết trong tháng,
B24DCCC040,2024-03-24,Trương Công Chiến,Giải trí,389528,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-04-24,Trương Công Chiến,Giải trí,435373,Chi phí cần thiết trong tháng,
B24DCCC040,2024-05-09,Trương Công Chiến,Di chuyển,23403,Khoản chi đột xuất,
B24DCCC040,2024-12-04,Trương Công Chiến,Y tế,146973,Thanh toán dịch vụ,
B24DCCC040,2024-06-01,Trương Công Chiến,Di chuyển,343811,Thanh toán dịch vụ,
B24DCCC040,2024-07-07,Trương Công Chiến,Di chuyển,413694,Thanh toán dịch vụ,
B24DCCC040,2024-09-05,Trương Công Chiến,Khác,298133,Khoản chi đột xuất,
B24DCCC040,2024-06-29,Trương Công Chiến,Giải trí,423780,Chi phí cần thiết trong tháng,
B24DCCC040,2024-01-24,Trương Công Chiến,Di chuyển,466540,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-04-09,Trương Công Chiến,Mua sắm,202076,Khoản chi đột xuất,
B24DCCC040,2024-04-01,Trương Công Chiến,Di chuyển,113265,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-04-08,Trương Công Chiến,Y tế,158985,Chi phí cần thiết trong tháng,
B24DCCC040,2024-02-11,Trương Công Chiến,Y tế,170237,Khoản chi đột xuất,
B24DCCC040,2024-11-12,Trương Công Chiến,Di chuyển,163658,Thanh toán dịch vụ,
B24DCCC040,2024-10-07,Trương Công Chiến,Học tập,200138,Thanh toán dịch vụ,
B24DCCC040,2024-12-13,Trương Công Chiến,Y tế,387599,Thanh toán dịch vụ,
B24DCCC040,2024-04-09,Trương Công Chiến,Khác,270750,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-07-10,Trương Công Chiến,Mua sắm,309994,Khoản chi đột xuất,
B24DCCC040,2024-09-22,Trương Công Chiến,Di chuyển,363751,Thanh toán dịch vụ,
B24DCCC040,2024-04-25,Trương Công Chiến,Mua sắm,496912,Khoản chi đột xuất,
B24DCCC040,2024-12-13,Trương Công Chiến,Giải trí,190137,Thanh toán dịch vụ,
B24DCCC040,2024-03-06,Trương Công Chiến,Giải trí,188573,Chi phí cần thiết trong tháng,
B24DCCC040,2024-09-24,Trương Công Chiến,Giải trí,128225,Thanh toán dịch vụ,
B24DCCC040,2024-04-29,Trương Công Chiến,Giải trí,383288,Thanh toán dịch vụ,
B24DCCC040,2024-07-24,Trương Công Chiến,Học tập,283254,Thanh toán dịch vụ,
B24DCCC040,2024-04-22,Trương Công Chiến,Ăn uống,103433,Chi phí cần thiết trong tháng,
B24DCCC040,2024-06-24,Trương Công Chiến,Ăn uống,275870,Khoản chi đột xuất,
B24DCCC040,2024-09-30,Trương Công Chiến,Khác,283142,Khoản chi đột xuất,
B24DCCC040,2024-06-13,Trương Công Chiến,Khác,172772,Chi phí cần thiết trong tháng,
B24DCCC040,2024-11-19,Trương Công Chiến,Mua sắm,378668,Khoản chi đột xuất,
B24DCCC040,2024-08-27,Trương Công Chiến,Mua sắm,192743,Khoản chi đột xuất,
B24DCCC040,2024-09-25,Trương Công Chiến,Y tế,215770,Thanh toán dịch vụ,
B24DCCC040,2024-03-29,Trương Công Chiến,Giải trí,145964,Chi phí cần thiết trong tháng,
B24DCCC040,2024-01-16,Trương Công Chiến,Di chuyển,393722,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-06-09,Trương Công Chiến,Di chuyển,241412,Khoản chi đột xuất,
B24DCCC040,2024-11-27,Trương Công Chiến,Khác,361801,Thanh toán dịch vụ,
B24DCCC040,2024-01-27,Trương Công Chiến,Khác,312340,Khoản chi đột xuất,
B24DCCC040,2024-03-13,Trương Công Chiến,Ăn uống,81429,Chi phí cần thiết trong tháng,
B24DCCC040,2024-12-02,Trương Công Chiến,Học tập,258094,Thanh toán dịch vụ,
B24DCCC040,2024-12-02,Trương Công Chiến,Di chuyển,207061,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-12-16,Trương Công Chiến,Ăn uống,319805,Thanh toán dịch vụ,
B24DCCC040,2024-07-12,Trương Công Chiến,Di chuyển,24408,Khoản chi đột xuất,
B24DCCC040,2024-10-28,Trương Công Chiến,Học tập,290679,Khoản chi đột xuất,
B24DCCC040,2024-04-08,Trương Công Chiến,Ăn uống,69683,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-03-26,Trương Công Chiến,Di chuyển,201503,Thanh toán dịch vụ,
B24DCCC040,2024-08-13,Trương Công Chiến,Mua sắm,23292,Thanh toán dịch vụ,
B24DCCC040,2024-11-24,Trương Công Chiến,Giải trí,125834,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-07-26,Trương Công Chiến,Di chuyển,240655,Khoản chi đột xuất,
B24DCCC040,2024-07-06,Trương Công Chiến,Y tế,486044,Chi phí cần thiết trong tháng,
B24DCCC040,2024-05-04,Trương Công Chiến,Khác,67605,Thanh toán dịch vụ,
B24DCCC040,2024-09-05,Trương Công Chiến,Y tế,41745,Thanh toán dịch vụ,
B24DCCC040,2024-05-18,Trương Công Chiến,Học tập,159234,Khoản chi đột xuất,
B24DCCC040,2024-06-16,Trương Công Chiến,Giải trí,274810,Chi phí cần thiết trong tháng,
B24DCCC040,2024-06-10,Trương Công Chiến,Y tế,102825,Chi phí cần thiết trong tháng,
B24DCCC040,2024-06-20,Trương Công Chiến,Di chuyển,113235,Thanh toán dịch vụ,
B24DCCC040,2024-01-04,Trương Công Chiến,Y tế,65773,Thanh toán dịch vụ,
B24DCCC040,2024-01-23,Trương Công Chiến,Khác,132602,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-09-27,Trương Công Chiến,Mua sắm,21968,Chi phí cần thiết trong tháng,
B24DCCC040,2024-06-03,Trương Công Chiến,Học tập,65580,Thanh toán dịch vụ,
B24DCCC040,2024-01-17,Trương Công Chiến,Mua sắm,80662,Chi phí cần thiết trong tháng,
B24DCCC040,2024-08-23,Trương Công Chiến,Khác,159547,Khoản chi đột xuất,
B24DCCC040,2024-12-16,Trương Công Chiến,Di chuyển,228623,Thanh toán dịch vụ,
B24DCCC040,2024-02-22,Trương Công Chiến,Giải trí,75184,Thanh toán dịch vụ,
B24DCCC040,2024-01-23,Trương Công Chiến,Di chuyển,484255,Khoản chi đột xuất,
B24DCCC040,2024-12-22,Trương Công Chiến,Giải trí,226704,Thanh toán dịch vụ,
B24DCCC040,2024-01-13,Trương Công Chiến,Ăn uống,415132,Chi phí cần thiết trong tháng,
B24DCCC040,2024-11-19,Trương Công Chiến,Y tế,114490,Khoản chi đột xuất,
B24DCCC040,2024-05-10,Trương Công Chiến,Khác,181984,Thanh toán dịch vụ,
B24DCCC040,2024-04-19,Trương Công Chiến,Y tế,239074,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-10-29,Trương Công Chiến,Khác,283050,Thanh toán dịch vụ,
B24DCCC040,2024-10-13,Trương Công Chiến,Di chuyển,46014,Chi phí cần thiết trong tháng,
B24DCCC040,2024-05-31,Trương Công Chiến,Ăn uống,246497,Thanh toán dịch vụ,
B24DCCC040,2024-12-16,Trương Công Chiến,Mua sắm,268312,Khoản chi đột xuất,
B24DCCC040,2024-03-02,Trương Công Chiến,Học tập,182984,Thanh toán dịch vụ,
B24DCCC040,2024-08-19,Trương Công Chiến,Học tập,40649,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-05-08,Trương Công Chiến,Ăn uống,225243,Chi phí cần thiết trong tháng,
B24DCCC040,2024-12-24,Trương Công Chiến,Giải trí,143315,Thanh toán dịch vụ,
B24DCCC040,2024-05-31,Trương Công Chiến,Giải trí,337209,Thanh toán dịch vụ,
B24DCCC040,2024-10-30,Trương Công Chiến,Y tế,300138,Chi phí cần thiết trong tháng,
B24DCCC040,2024-12-07,Trương Công Chiến,Khác,174334,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-18,Trương Công Chiến,Giải trí,415076,Khoản chi đột xuất,
B24DCCC040,2024-07-30,Trương Công Chiến,Di chuyển,122609,Khoản chi đột xuất,
B24DCCC040,2024-12-14,Trương Công Chiến,Di chuyển,384974,Thanh toán dịch vụ,
B24DCCC040,2024-07-23,Trương Công Chiến,Di chuyển,87224,Khoản chi đột xuất,
B24DCCC040,2024-05-05,Trương Công Chiến,Di chuyển,159961,Thanh toán dịch vụ,
B24DCCC040,2024-03-13,Trương Công Chiến,Y tế,486182,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-04-14,Trương Công Chiến,Học tập,223177,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-04-21,Trương Công Chiến,Học tập,245805,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-09-09,Trương Công Chiến,Học tập,305748,Khoản chi đột xuất,
B24DCCC040,2024-03-21,Trương Công Chiến,Y tế,291038,Thanh toán dịch vụ,
B24DCCC040,2024-03-19,Trương Công Chiến,Ăn uống,376207,Thanh toán dịch vụ,
B24DCCC040,2024-04-24,Trương Công Chiến,Học tập,103634,Chi phí cần thiết trong tháng,
B24DCCC040,2024-03-22,Trương Công Chiến,Giải trí,368091,Thanh toán dịch vụ,
B24DCCC040,2024-11-12,Trương Công Chiến,Y tế,299353,Thanh toán dịch vụ,
B24DCCC040,2024-05-02,Trương Công Chiến,Học tập,147129,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-11,Trương Công Chiến,Mua sắm,471492,Chi phí cần thiết trong tháng,
B24DCCC040,2024-01-31,Trương Công Chiến,Mua sắm,129579,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-08-15,Trương Công Chiến,Di chuyển,110847,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-02-10,Trương Công Chiến,Di chuyển,433821,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-25,Trương Công Chiến,Khác,381148,Thanh toán dịch vụ,
B24DCCC040,2024-06-29,Trương Công Chiến,Y tế,204642,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-30,Trương Công Chiến,Học tập,232566,Thanh toán dịch vụ,
B24DCCC040,2024-08-06,Trương Công Chiến,Giải trí,126232,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-01,Trương Công Chiến,Giải trí,43531,Chi phí cần thiết trong tháng,
B24DCCC040,2024-11-11,Trương Công Chiến,Mua sắm,472687,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-06-27,Trương Công Chiến,Học tập,155576,Chi phí cần thiết trong tháng,
B24DCCC040,2024-05-13,Trương Công Chiến,Ăn uống,233931,Khoản chi đột xuất,
B24DCCC040,2024-10-25,Trương Công Chiến,Học tập,228397,Thanh toán dịch vụ,
B24DCCC040,2024-07-22,Trương Công Chiến,Học tập,475894,Chi phí cần thiết trong tháng,
B24DCCC040,2024-09-17,Trương Công Chiến,Khác,450867,Chi phí cần thiết trong tháng,
B24DCCC040,2024-02-13,Trương Công Chiến,Ăn uống,57787,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-05-02,Trương Công Chiến,Giải trí,159936,Chi phí cần thiết trong tháng,
B24DCCC040,2024-10-11,Trương Công Chiến,Học tập,170217,Khoản chi đột xuất,
B24DCCC040,2024-04-07,Trương Công Chiến,Mua sắm,348137,Chi phí cần thiết trong tháng,
B24DCCC040,2024-06-28,Trương Công Chiến,Học tập,214333,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-09-27,Trương Công Chiến,Khác,452931,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-12-07,Trương Công Chiến,Mua sắm,458453,Chi phí cần thiết trong tháng,
B24DCCC040,2024-06-12,Trương Công Chiến,Học tập,487140,Khoản chi đột xuất,
B24DCCC040,2024-04-23,Trương Công Chiến,Khác,292195,Khoản chi đột xuất,
B24DCCC040,2024-02-16,Trương Công Chiến,Khác,350356,Chi phí cần thiết trong tháng,
B24DCCC040,2024-08-11,Trương Công Chiến,Giải trí,161260,Khoản chi đột xuất,
B24DCCC040,2024-01-27,Trương Công Chiến,Khác,367710,Khoản chi đột xuất,
B24DCCC040,2024-10-18,Trương Công Chiến,Di chuyển,362596,Chi phí cần thiết trong tháng,
B24DCCC040,2024-09-13,Trương Công Chiến,Khác,135544,Thanh toán dịch vụ,
B24DCCC040,2024-02-22,Trương Công Chiến,Di chuyển,31654,Chi phí cần thiết trong tháng,
B24DCCC040,2024-07-08,Trương Công Chiến,Di chuyển,75948,Thanh toán dịch vụ,
B24DCCC040,2024-06-11,Trương Công Chiến,Khác,461763,Thanh toán dịch vụ,
B24DCCC040,2024-12-15,Trương Công Chiến,Di chuyển,136368,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-07-03,Trương Công Chiến,Học tập,151241,Chi phí cần thiết trong tháng,
B24DCCC040,2024-10-14,Trương Công Chiến,Di chuyển,234567,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-07,Trương Công Chiến,Học tập,394627,Thanh toán dịch vụ,
B24DCCC040,2024-05-02,Trương Công Chiến,Học tập,396305,Chi phí cần thiết trong tháng,
B24DCCC040,2024-03-01,Trương Công Chiến,Giải trí,409770,Chi phí cần thiết trong tháng,
B24DCCC040,2024-01-31,Trương Công Chiến,Học tập,72123,Thanh toán dịch vụ,
B24DCCC040,2024-03-08,Trương Công Chiến,Học tập,215563,Chi phí cần thiết trong tháng,
B24DCCC040,2024-12-15,Trương Công Chiến,Mua sắm,61987,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-08-27,Trương Công Chiến,Ăn uống,160647,Khoản chi đột xuất,
B24DCCC040,2024-09-10,Trương Công Chiến,Ăn uống,386720,Chi phí cần thiết trong tháng,
B24DCCC040,2024-05-02,Trương Công Chiến,Khác,254888,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-02,Trương Công Chiến,Khác,46608,Thanh toán dịch vụ,
B24DCCC040,2024-05-19,Trương Công Chiến,Ăn uống,496076,Khoản chi đột xuất,
B24DCCC040,2024-06-28,Trương Công Chiến,Di chuyển,106327,Chi phí cần thiết trong tháng,
B24DCCC040,2024-01-01,Trương Công Chiến,Học tập,224734,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-04-11,Trương Công Chiến,Học tập,145876,Chi phí cần thiết trong tháng,
B24DCCC040,2024-07-19,Trương Công Chiến,Giải trí,87003,Chi phí cần thiết trong tháng,
B24DCCC040,2024-09-02,Trương Công Chiến,Học tập,465091,Chi phí cần thiết trong tháng,
B24DCCC040,2024-03-24,Trương Công Chiến,Ăn uống,319558,Chi phí cần thiết trong tháng,
B24DCCC040,2024-07-11,Trương Công Chiến,Học tập,336310,Thanh toán dịch vụ,
B24DCCC040,2024-08-23,Trương Công Chiến,Y tế,233117,Khoản chi đột xuất,
B24DCCC040,2024-08-17,Trương Công Chiến,Mua sắm,218317,Khoản chi đột xuất,
B24DCCC040,2024-11-14,Trương Công Chiến,Di chuyển,154926,Khoản chi đột xuất,
B24DCCC040,2024-08-21,Trương Công Chiến,Ăn uống,395057,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-06-02,Trương Công Chiến,Y tế,323467,Thanh toán dịch vụ,
B24DCCC040,2024-01-15,Trương Công Chiến,Học tập,312040,Chi phí cần thiết trong tháng,
B24DCCC040,2024-07-24,Trương Công Chiến,Ăn uống,45076,Chi phí cần thiết trong tháng,
B24DCCC040,2024-11-25,Trương Công Chiến,Y tế,487002,Khoản chi đột xuất,
B24DCCC040,2024-12-04,Trương Công Chiến,Mua sắm,69440,Thanh toán dịch vụ,
B24DCCC040,2024-08-23,Trương Công Chiến,Ăn uống,69080,Khoản chi đột xuất,
B24DCCC040,2024-06-22,Trương Công Chiến,Giải trí,392914,Thanh toán dịch vụ,
B24DCCC040,2024-12-19,Trương Công Chiến,Di chuyển,294840,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-12-20,Trương Công Chiến,Khác,66554,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-12-09,Trương Công Chiến,Khác,61099,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-05-16,Trương Công Chiến,Mua sắm,56247,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-03-28,Trương Công Chiến,Khác,115869,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-07-03,Trương Công Chiến,Ăn uống,301560,Chi phí cần thiết trong tháng,
B24DCCC040,2024-11-15,Trương Công Chiến,Ăn uống,395116,Chi phí cần thiết trong tháng,
B24DCCC040,2024-03-11,Trương Công Chiến,Ăn uống,466623,Chi phí cần thiết trong tháng,
B24DCCC040,2024-06-22,Trương Công Chiến,Mua sắm,225537,Thanh toán dịch vụ,
B24DCCC040,2024-06-27,Trương Công Chiến,Y tế,338426,Khoản chi đột xuất,
B24DCCC040,2024-04-27,Trương Công Chiến,Mua sắm,353537,Thanh toán dịch vụ,
B24DCCC040,2024-08-30,Trương Công Chiến,Mua sắm,40363,Chi phí cần thiết trong tháng,
B24DCCC040,2024-01-29,Trương Công Chiến,Khác,495875,Chi phí cần thiết trong tháng,
B24DCCC040,2024-05-16,Trương Công Chiến,Khác,190306,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-07-10,Trương Công Chiến,Mua sắm,216905,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-12-28,Trương Công Chiến,Mua sắm,247647,Thanh toán dịch vụ,
B24DCCC040,2024-08-03,Trương Công Chiến,Học tập,84399,Khoản chi đột xuất,
B24DCCC040,2024-12-26,Trương Công Chiến,Khác,176461,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-07-10,Trương Công Chiến,Giải trí,452093,Khoản chi đột xuất,
B24DCCC040,2024-06-03,Trương Công Chiến,Khác,96200,Khoản chi đột xuất,
B24DCCC040,2024-08-16,Trương Công Chiến,Y tế,452895,Chi phí cần thiết trong tháng,
B24DCCC040,2024-03-27,Trương Công Chiến,Mua sắm,248327,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-05-05,Trương Công Chiến,Mua sắm,205230,Thanh toán dịch vụ,
B24DCCC040,2024-12-06,Trương Công Chiến,Khác,57457,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-02-28,Trương Công Chiến,Y tế,419956,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-05-05,Trương Công Chiến,Mua sắm,232840,Khoản chi đột xuất,
B24DCCC040,2024-03-18,Trương Công Chiến,Y tế,452841,Khoản chi đột xuất,
B24DCCC040,2024-09-03,Trương Công Chiến,Học tập,243398,Khoản chi đột xuất,
B24DCCC040,2024-01-15,Trương Công Chiến,Y tế,22415,Thanh toán dịch vụ,
B24DCCC040,2024-04-01,Trương Công Chiến,Khác,139260,Thanh toán dịch vụ,
B24DCCC040,2024-02-25,Trương Công Chiến,Giải trí,182881,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-12-02,Trương Công Chiến,Di chuyển,72638,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-12-09,Trương Công Chiến,Di chuyển,422508,Chi phí cần thiết trong tháng,
B24DCCC040,2024-09-22,Trương Công Chiến,Khác,139997,Chi phí cần thiết trong tháng,
B24DCCC040,2024-09-18,Trương Công Chiến,Học tập,172585,Khoản chi đột xuất,
B24DCCC040,2024-08-23,Trương Công Chiến,Mua sắm,473901,Thanh toán dịch vụ,
B24DCCC040,2024-07-14,Trương Công Chiến,Học tập,457787,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-11-24,Trương Công Chiến,Di chuyển,127484,Khoản chi đột xuất,
B24DCCC040,2024-01-18,Trương Công Chiến,Học tập,252719,Thanh toán dịch vụ,
B24DCCC040,2024-04-08,Trương Công Chiến,Giải trí,328386,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-06-19,Trương Công Chiến,Giải trí,132391,Thanh toán dịch vụ,
B24DCCC040,2024-09-05,Trương Công Chiến,Khác,331261,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-05-25,Trương Công Chiến,Giải trí,411282,Thanh toán dịch vụ,
B24DCCC040,2024-11-07,Trương Công Chiến,Y tế,230220,Thanh toán dịch vụ,
B24DCCC040,2024-02-01,Trương Công Chiến,Học tập,151899,Thanh toán dịch vụ,
B24DCCC040,2024-01-08,Trương Công Chiến,Giải trí,493680,Khoản chi đột xuất,
B24DCCC040,2024-07-10,Trương Công Chiến,Y tế,140424,Chi phí cần thiết trong tháng,
B24DCCC040,2024-08-04,Trương Công Chiến,Khác,294101,Chi phí cần thiết trong tháng,
B24DCCC040,2024-10-22,Trương Công Chiến,Ăn uống,203943,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-03-16,Trương Công Chiến,Y tế,204064,Khoản chi đột xuất,
B24DCCC040,2024-03-26,Trương Công Chiến,Khác,240688,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-01-20,Trương Công Chiến,Mua sắm,304510,Thanh toán dịch vụ,
B24DCCC040,2024-03-19,Trương Công Chiến,Di chuyển,42336,Chi phí cần thiết trong tháng,
